,buying,maintainance,doors,persons,lug_storage,safety,target
871,1,3,2,4,0,0,0
872,1,3,2,4,0,1,0
873,1,3,2,4,0,2,1
874,1,3,2,4,1,0,0
875,1,3,2,4,1,1,0
876,1,3,2,4,1,2,1
877,1,3,2,4,2,0,0
878,1,3,2,4,2,1,1
879,1,3,2,4,2,2,1
880,1,3,2,5,0,0,0
881,1,3,2,5,0,1,0
882,1,3,2,5,0,2,0
883,1,3,2,5,1,0,0
884,1,3,2,5,1,1,0
885,1,3,2,5,1,2,1
886,1,3,2,5,2,0,0
887,1,3,2,5,2,1,1
888,1,3,2,5,2,2,1
889,1,3,3,2,0,0,0
890,1,3,3,2,0,1,0
891,1,3,3,2,0,2,0
892,1,3,3,2,1,0,0
893,1,3,3,2,1,1,0
894,1,3,3,2,1,2,0
895,1,3,3,2,2,0,0
896,1,3,3,2,2,1,0
897,1,3,3,2,2,2,0
898,1,3,3,4,0,0,0
899,1,3,3,4,0,1,0
900,1,3,3,4,0,2,1
901,1,3,3,4,1,0,0
902,1,3,3,4,1,1,0
903,1,3,3,4,1,2,1
904,1,3,3,4,2,0,0
905,1,3,3,4,2,1,1
906,1,3,3,4,2,2,1
907,1,3,3,5,0,0,0
908,1,3,3,5,0,1,0
909,1,3,3,5,0,2,1
910,1,3,3,5,1,0,0
911,1,3,3,5,1,1,1
912,1,3,3,5,1,2,1
913,1,3,3,5,2,0,0
914,1,3,3,5,2,1,1
915,1,3,3,5,2,2,1
916,1,3,4,2,0,0,0
917,1,3,4,2,0,1,0
918,1,3,4,2,0,2,0
919,1,3,4,2,1,0,0
920,1,3,4,2,1,1,0
921,1,3,4,2,1,2,0
922,1,3,4,2,2,0,0
923,1,3,4,2,2,1,0
924,1,3,4,2,2,2,0
925,1,3,4,4,0,0,0
926,1,3,4,4,0,1,0
927,1,3,4,4,0,2,1
928,1,3,4,4,1,0,0
929,1,3,4,4,1,1,1
930,1,3,4,4,1,2,1
931,1,3,4,4,2,0,0
932,1,3,4,4,2,1,1
933,1,3,4,4,2,2,1
934,1,3,4,5,0,0,0
935,1,3,4,5,0,1,0
936,1,3,4,5,0,2,1
937,1,3,4,5,1,0,0
938,1,3,4,5,1,1,1
939,1,3,4,5,1,2,1
940,1,3,4,5,2,0,0
941,1,3,4,5,2,1,1
942,1,3,4,5,2,2,1
943,1,3,5,2,0,0,0
944,1,3,5,2,0,1,0
945,1,3,5,2,0,2,0
946,1,3,5,2,1,0,0
947,1,3,5,2,1,1,0
948,1,3,5,2,1,2,0
949,1,3,5,2,2,0,0
950,1,3,5,2,2,1,0
951,1,3,5,2,2,2,0
952,1,3,5,4,0,0,0
953,1,3,5,4,0,1,0
954,1,3,5,4,0,2,1
955,1,3,5,4,1,0,0
956,1,3,5,4,1,1,1
957,1,3,5,4,1,2,1
958,1,3,5,4,2,0,0
959,1,3,5,4,2,1,1
960,1,3,5,4,2,2,1
961,1,3,5,5,0,0,0
962,1,3,5,5,0,1,0
963,1,3,5,5,0,2,1
964,1,3,5,5,1,0,0
965,1,3,5,5,1,1,1
966,1,3,5,5,1,2,1
967,1,3,5,5,2,0,0
968,1,3,5,5,2,1,1
969,1,3,5,5,2,2,1
970,1,2,2,2,0,0,0
971,1,2,2,2,0,1,0
972,1,2,2,2,0,2,0
973,1,2,2,2,1,0,0
974,1,2,2,2,1,1,0
975,1,2,2,2,1,2,0
976,1,2,2,2,2,0,0
977,1,2,2,2,2,1,0
978,1,2,2,2,2,2,0
979,1,2,2,4,0,0,0
980,1,2,2,4,0,1,0
981,1,2,2,4,0,2,1
982,1,2,2,4,1,0,0
983,1,2,2,4,1,1,0
984,1,2,2,4,1,2,1
985,1,2,2,4,2,0,0
986,1,2,2,4,2,1,1
987,1,2,2,4,2,2,1
988,1,2,2,5,0,0,0
989,1,2,2,5,0,1,0
990,1,2,2,5,0,2,0
991,1,2,2,5,1,0,0
992,1,2,2,5,1,1,0
993,1,2,2,5,1,2,1
994,1,2,2,5,2,0,0
995,1,2,2,5,2,1,1
996,1,2,2,5,2,2,1
997,1,2,3,2,0,0,0
998,1,2,3,2,0,1,0
999,1,2,3,2,0,2,0
1000,1,2,3,2,1,0,0
1001,1,2,3,2,1,1,0
1002,1,2,3,2,1,2,0
1003,1,2,3,2,2,0,0
1004,1,2,3,2,2,1,0
1005,1,2,3,2,2,2,0
1006,1,2,3,4,0,0,0
1007,1,2,3,4,0,1,0
1008,1,2,3,4,0,2,1
1009,1,2,3,4,1,0,0
1010,1,2,3,4,1,1,0
1011,1,2,3,4,1,2,1
1012,1,2,3,4,2,0,0
1013,1,2,3,4,2,1,1
1014,1,2,3,4,2,2,1
1015,1,2,3,5,0,0,0
1016,1,2,3,5,0,1,0
1017,1,2,3,5,0,2,1
1018,1,2,3,5,1,0,0
1019,1,2,3,5,1,1,1
1020,1,2,3,5,1,2,1
1021,1,2,3,5,2,0,0
1022,1,2,3,5,2,1,1
1023,1,2,3,5,2,2,1
1024,1,2,4,2,0,0,0
1025,1,2,4,2,0,1,0
1026,1,2,4,2,0,2,0
1027,1,2,4,2,1,0,0
1028,1,2,4,2,1,1,0
1029,1,2,4,2,1,2,0
1030,1,2,4,2,2,0,0
1031,1,2,4,2,2,1,0
1032,1,2,4,2,2,2,0
1033,1,2,4,4,0,0,0
1034,1,2,4,4,0,1,0
1035,1,2,4,4,0,2,1
1036,1,2,4,4,1,0,0
1037,1,2,4,4,1,1,1
1038,1,2,4,4,1,2,1
1039,1,2,4,4,2,0,0
1040,1,2,4,4,2,1,1
1041,1,2,4,4,2,2,1
1042,1,2,4,5,0,0,0
1043,1,2,4,5,0,1,0
1044,1,2,4,5,0,2,1
1045,1,2,4,5,1,0,0
1046,1,2,4,5,1,1,1
1047,1,2,4,5,1,2,1
1048,1,2,4,5,2,0,0
1049,1,2,4,5,2,1,1
1050,1,2,4,5,2,2,1
1051,1,2,5,2,0,0,0
1052,1,2,5,2,0,1,0
1053,1,2,5,2,0,2,0
1054,1,2,5,2,1,0,0
1055,1,2,5,2,1,1,0
1056,1,2,5,2,1,2,0
1057,1,2,5,2,2,0,0
1058,1,2,5,2,2,1,0
1059,1,2,5,2,2,2,0
1060,1,2,5,4,0,0,0
1061,1,2,5,4,0,1,0
1062,1,2,5,4,0,2,1
1063,1,2,5,4,1,0,0
1064,1,2,5,4,1,1,1
1065,1,2,5,4,1,2,1
1066,1,2,5,4,2,0,0
1067,1,2,5,4,2,1,1
1068,1,2,5,4,2,2,1
1069,1,2,5,5,0,0,0
1070,1,2,5,5,0,1,0
1071,1,2,5,5,0,2,1
1072,1,2,5,5,1,0,0
1073,1,2,5,5,1,1,1
1074,1,2,5,5,1,2,1
1075,1,2,5,5,2,0,0
1076,1,2,5,5,2,1,1
1077,1,2,5,5,2,2,1
1078,1,1,2,2,0,0,0
1079,1,1,2,2,0,1,0
1080,1,1,2,2,0,2,0
1081,1,1,2,2,1,0,0
1082,1,1,2,2,1,1,0
1083,1,1,2,2,1,2,0
1084,1,1,2,2,2,0,0
1085,1,1,2,2,2,1,0
1086,1,1,2,2,2,2,0
1087,1,1,2,4,0,0,0
1088,1,1,2,4,0,1,1
1089,1,1,2,4,0,2,1
1090,1,1,2,4,1,0,0
1091,1,1,2,4,1,1,1
1092,1,1,2,4,1,2,1
1093,1,1,2,4,2,0,0
1094,1,1,2,4,2,1,1
1095,1,1,2,4,2,2,1
1096,1,1,2,5,0,0,0
1097,1,1,2,5,0,1,0
1098,1,1,2,5,0,2,0
1099,1,1,2,5,1,0,0
1100,1,1,2,5,1,1,1
1101,1,1,2,5,1,2,1
1102,1,1,2,5,2,0,0
1103,1,1,2,5,2,1,1
1104,1,1,2,5,2,2,1
1105,1,1,3,2,0,0,0
1106,1,1,3,2,0,1,0
1107,1,1,3,2,0,2,0
1108,1,1,3,2,1,0,0
1109,1,1,3,2,1,1,0
1110,1,1,3,2,1,2,0
1111,1,1,3,2,2,0,0
1112,1,1,3,2,2,1,0
1113,1,1,3,2,2,2,0
1114,1,1,3,4,0,0,0
1115,1,1,3,4,0,1,1
1116,1,1,3,4,0,2,1
1117,1,1,3,4,1,0,0
1118,1,1,3,4,1,1,1
1119,1,1,3,4,1,2,1
1120,1,1,3,4,2,0,0
1121,1,1,3,4,2,1,1
1122,1,1,3,4,2,2,1
1123,1,1,3,5,0,0,0
1124,1,1,3,5,0,1,1
1125,1,1,3,5,0,2,1
1126,1,1,3,5,1,0,0
1127,1,1,3,5,1,1,1
1128,1,1,3,5,1,2,1
1129,1,1,3,5,2,0,0
1130,1,1,3,5,2,1,1
1131,1,1,3,5,2,2,1
1132,1,1,4,2,0,0,0
1133,1,1,4,2,0,1,0
1134,1,1,4,2,0,2,0
1135,1,1,4,2,1,0,0
1136,1,1,4,2,1,1,0
1137,1,1,4,2,1,2,0
1138,1,1,4,2,2,0,0
1139,1,1,4,2,2,1,0
1140,1,1,4,2,2,2,0
1141,1,1,4,4,0,0,0
1142,1,1,4,4,0,1,1
1143,1,1,4,4,0,2,1
1144,1,1,4,4,1,0,0
1145,1,1,4,4,1,1,1
1146,1,1,4,4,1,2,1
1147,1,1,4,4,2,0,0
1148,1,1,4,4,2,1,1
1149,1,1,4,4,2,2,1
1150,1,1,4,5,0,0,0
1151,1,1,4,5,0,1,1
1152,1,1,4,5,0,2,1
1153,1,1,4,5,1,0,0
1154,1,1,4,5,1,1,1
1155,1,1,4,5,1,2,1
1156,1,1,4,5,2,0,0
1157,1,1,4,5,2,1,1
1158,1,1,4,5,2,2,1
1159,1,1,5,2,0,0,0
1160,1,1,5,2,0,1,0
1161,1,1,5,2,0,2,0
1162,1,1,5,2,1,0,0
1163,1,1,5,2,1,1,0
1164,1,1,5,2,1,2,0
1165,1,1,5,2,2,0,0
1166,1,1,5,2,2,1,0
1167,1,1,5,2,2,2,0
1168,1,1,5,4,0,0,0
1169,1,1,5,4,0,1,1
1170,1,1,5,4,0,2,1
1171,1,1,5,4,1,0,0
1172,1,1,5,4,1,1,1
1173,1,1,5,4,1,2,1
1174,1,1,5,4,2,0,0
1175,1,1,5,4,2,1,1
1176,1,1,5,4,2,2,1
1177,1,1,5,5,0,0,0
1178,1,1,5,5,0,1,1
1179,1,1,5,5,0,2,1
1180,1,1,5,5,1,0,0
1181,1,1,5,5,1,1,1
1182,1,1,5,5,1,2,1
1183,1,1,5,5,2,0,0
1184,1,1,5,5,2,1,1
1185,1,1,5,5,2,2,1
1186,1,0,2,2,0,0,0
1187,1,0,2,2,0,1,0
1188,1,0,2,2,0,2,0
1189,1,0,2,2,1,0,0
1190,1,0,2,2,1,1,0
1191,1,0,2,2,1,2,0
1192,1,0,2,2,2,0,0
1193,1,0,2,2,2,1,0
1194,1,0,2,2,2,2,0
1195,1,0,2,4,0,0,0
1196,1,0,2,4,0,1,1
1197,1,0,2,4,0,2,1
1198,1,0,2,4,1,0,0
1199,1,0,2,4,1,1,1
1200,1,0,2,4,1,2,1
1201,1,0,2,4,2,0,0
1202,1,0,2,4,2,1,1
1203,1,0,2,4,2,2,1
1204,1,0,2,5,0,0,0
1205,1,0,2,5,0,1,0
1206,1,0,2,5,0,2,0
1207,1,0,2,5,1,0,0
1208,1,0,2,5,1,1,1
1209,1,0,2,5,1,2,1
1210,1,0,2,5,2,0,0
1211,1,0,2,5,2,1,1
1212,1,0,2,5,2,2,1
1213,1,0,3,2,0,0,0
1214,1,0,3,2,0,1,0
1215,1,0,3,2,0,2,0
1216,1,0,3,2,1,0,0
1217,1,0,3,2,1,1,0
1218,1,0,3,2,1,2,0
1219,1,0,3,2,2,0,0
1220,1,0,3,2,2,1,0
1221,1,0,3,2,2,2,0
1222,1,0,3,4,0,0,0
1223,1,0,3,4,0,1,1
1224,1,0,3,4,0,2,1
1225,1,0,3,4,1,0,0
1226,1,0,3,4,1,1,1
1227,1,0,3,4,1,2,1
1228,1,0,3,4,2,0,0
1229,1,0,3,4,2,1,1
1230,1,0,3,4,2,2,1
1231,1,0,3,5,0,0,0
1232,1,0,3,5,0,1,1
1233,1,0,3,5,0,2,1
1234,1,0,3,5,1,0,0
1235,1,0,3,5,1,1,1
1236,1,0,3,5,1,2,1
1237,1,0,3,5,2,0,0
1238,1,0,3,5,2,1,1
1239,1,0,3,5,2,2,1
1240,1,0,4,2,0,0,0
1241,1,0,4,2,0,1,0
1242,1,0,4,2,0,2,0
1243,1,0,4,2,1,0,0
1244,1,0,4,2,1,1,0
1245,1,0,4,2,1,2,0
1246,1,0,4,2,2,0,0
1247,1,0,4,2,2,1,0
1248,1,0,4,2,2,2,0
1249,1,0,4,4,0,0,0
1250,1,0,4,4,0,1,1
1251,1,0,4,4,0,2,1
1252,1,0,4,4,1,0,0
1253,1,0,4,4,1,1,1
1254,1,0,4,4,1,2,1
1255,1,0,4,4,2,0,0
1256,1,0,4,4,2,1,1
1257,1,0,4,4,2,2,1
1258,1,0,4,5,0,0,0
1259,1,0,4,5,0,1,1
1260,1,0,4,5,0,2,1
1261,1,0,4,5,1,0,0
1262,1,0,4,5,1,1,1
1263,1,0,4,5,1,2,1
1264,1,0,4,5,2,0,0
1265,1,0,4,5,2,1,1
1266,1,0,4,5,2,2,1
1267,1,0,5,2,0,0,0
1268,1,0,5,2,0,1,0
1269,1,0,5,2,0,2,0
1270,1,0,5,2,1,0,0
1271,1,0,5,2,1,1,0
1272,1,0,5,2,1,2,0
1273,1,0,5,2,2,0,0
1274,1,0,5,2,2,1,0
1275,1,0,5,2,2,2,0
1276,1,0,5,4,0,0,0
1277,1,0,5,4,0,1,1
1278,1,0,5,4,0,2,1
1279,1,0,5,4,1,0,0
1280,1,0,5,4,1,1,1
1281,1,0,5,4,1,2,1
1282,1,0,5,4,2,0,0
1283,1,0,5,4,2,1,1
1284,1,0,5,4,2,2,1
1285,1,0,5,5,0,0,0
1286,1,0,5,5,0,1,1
1287,1,0,5,5,0,2,1
1288,1,0,5,5,1,0,0
1289,1,0,5,5,1,1,1
1290,1,0,5,5,1,2,1
1291,1,0,5,5,2,0,0
1292,1,0,5,5,2,1,1
1293,1,0,5,5,2,2,1
1294,0,3,2,2,0,0,0
1295,0,3,2,2,0,1,0
1296,0,3,2,2,0,2,0
1297,0,3,2,2,1,0,0
1298,0,3,2,2,1,1,0
1299,0,3,2,2,1,2,0
1300,0,3,2,2,2,0,0
1301,0,3,2,2,2,1,0
1302,0,3,2,2,2,2,0
1303,0,3,2,4,0,0,0
1304,0,3,2,4,0,1,0
1305,0,3,2,4,0,2,1
1306,0,3,2,4,1,0,0
1307,0,3,2,4,1,1,0
1308,0,3,2,4,1,2,1
1309,0,3,2,4,2,0,0
1310,0,3,2,4,2,1,1
1311,0,3,2,4,2,2,1
1312,0,3,2,5,0,0,0
1313,0,3,2,5,0,1,0
1314,0,3,2,5,0,2,0
1315,0,3,2,5,1,0,0
1316,0,3,2,5,1,1,0
1317,0,3,2,5,1,2,1
1318,0,3,2,5,2,0,0
1319,0,3,2,5,2,1,1
1320,0,3,2,5,2,2,1
1321,0,3,3,2,0,0,0
1322,0,3,3,2,0,1,0
1323,0,3,3,2,0,2,0
1324,0,3,3,2,1,0,0
1325,0,3,3,2,1,1,0
1326,0,3,3,2,1,2,0
1327,0,3,3,2,2,0,0
1328,0,3,3,2,2,1,0
1329,0,3,3,2,2,2,0
1330,0,3,3,4,0,0,0
1331,0,3,3,4,0,1,0
1332,0,3,3,4,0,2,1
1333,0,3,3,4,1,0,0
1334,0,3,3,4,1,1,0
1335,0,3,3,4,1,2,1
1336,0,3,3,4,2,0,0
1337,0,3,3,4,2,1,1
1338,0,3,3,4,2,2,1
1339,0,3,3,5,0,0,0
1340,0,3,3,5,0,1,0
1341,0,3,3,5,0,2,1
1342,0,3,3,5,1,0,0
1343,0,3,3,5,1,1,1
1344,0,3,3,5,1,2,1
1345,0,3,3,5,2,0,0
1346,0,3,3,5,2,1,1
1347,0,3,3,5,2,2,1
1348,0,3,4,2,0,0,0
1349,0,3,4,2,0,1,0
1350,0,3,4,2,0,2,0
1351,0,3,4,2,1,0,0
1352,0,3,4,2,1,1,0
1353,0,3,4,2,1,2,0
1354,0,3,4,2,2,0,0
1355,0,3,4,2,2,1,0
1356,0,3,4,2,2,2,0
1357,0,3,4,4,0,0,0
1358,0,3,4,4,0,1,0
1359,0,3,4,4,0,2,1
1360,0,3,4,4,1,0,0
1361,0,3,4,4,1,1,1
1362,0,3,4,4,1,2,1
1363,0,3,4,4,2,0,0
1364,0,3,4,4,2,1,1
1365,0,3,4,4,2,2,1
1366,0,3,4,5,0,0,0
1367,0,3,4,5,0,1,0
1368,0,3,4,5,0,2,1
1369,0,3,4,5,1,0,0
1370,0,3,4,5,1,1,1
1371,0,3,4,5,1,2,1
1372,0,3,4,5,2,0,0
1373,0,3,4,5,2,1,1
1374,0,3,4,5,2,2,1
1375,0,3,5,2,0,0,0
1376,0,3,5,2,0,1,0
1377,0,3,5,2,0,2,0
1378,0,3,5,2,1,0,0
1379,0,3,5,2,1,1,0
1380,0,3,5,2,1,2,0
1381,0,3,5,2,2,0,0
1382,0,3,5,2,2,1,0
1383,0,3,5,2,2,2,0
1384,0,3,5,4,0,0,0
1385,0,3,5,4,0,1,0
1386,0,3,5,4,0,2,1
1387,0,3,5,4,1,0,0
1388,0,3,5,4,1,1,1
1389,0,3,5,4,1,2,1
1390,0,3,5,4,2,0,0
1391,0,3,5,4,2,1,1
1392,0,3,5,4,2,2,1
1393,0,3,5,5,0,0,0
1394,0,3,5,5,0,1,0
1395,0,3,5,5,0,2,1
1396,0,3,5,5,1,0,0
1397,0,3,5,5,1,1,1
1398,0,3,5,5,1,2,1
1399,0,3,5,5,2,0,0
1400,0,3,5,5,2,1,1
1401,0,3,5,5,2,2,1
1402,0,2,2,2,0,0,0
1403,0,2,2,2,0,1,0
1404,0,2,2,2,0,2,0
1405,0,2,2,2,1,0,0
1406,0,2,2,2,1,1,0
1407,0,2,2,2,1,2,0
1408,0,2,2,2,2,0,0
1409,0,2,2,2,2,1,0
1410,0,2,2,2,2,2,0
1411,0,2,2,4,0,0,0
1412,0,2,2,4,0,1,1
1413,0,2,2,4,0,2,1
1414,0,2,2,4,1,0,0
1415,0,2,2,4,1,1,1
1416,0,2,2,4,1,2,1
1417,0,2,2,4,2,0,0
1418,0,2,2,4,2,1,1
1419,0,2,2,4,2,2,1
1420,0,2,2,5,0,0,0
1421,0,2,2,5,0,1,0
1422,0,2,2,5,0,2,0
1423,0,2,2,5,1,0,0
1424,0,2,2,5,1,1,1
1425,0,2,2,5,1,2,1
1426,0,2,2,5,2,0,0
1427,0,2,2,5,2,1,1
1428,0,2,2,5,2,2,1
1429,0,2,3,2,0,0,0
1430,0,2,3,2,0,1,0
1431,0,2,3,2,0,2,0
1432,0,2,3,2,1,0,0
1433,0,2,3,2,1,1,0
1434,0,2,3,2,1,2,0
1435,0,2,3,2,2,0,0
1436,0,2,3,2,2,1,0
1437,0,2,3,2,2,2,0
1438,0,2,3,4,0,0,0
1439,0,2,3,4,0,1,1
1440,0,2,3,4,0,2,1
1441,0,2,3,4,1,0,0
1442,0,2,3,4,1,1,1
1443,0,2,3,4,1,2,1
1444,0,2,3,4,2,0,0
1445,0,2,3,4,2,1,1
1446,0,2,3,4,2,2,1
1447,0,2,3,5,0,0,0
1448,0,2,3,5,0,1,1
1449,0,2,3,5,0,2,1
1450,0,2,3,5,1,0,0
1451,0,2,3,5,1,1,1
1452,0,2,3,5,1,2,1
1453,0,2,3,5,2,0,0
1454,0,2,3,5,2,1,1
1455,0,2,3,5,2,2,1
1456,0,2,4,2,0,0,0
1457,0,2,4,2,0,1,0
1458,0,2,4,2,0,2,0
1459,0,2,4,2,1,0,0
1460,0,2,4,2,1,1,0
1461,0,2,4,2,1,2,0
1462,0,2,4,2,2,0,0
1463,0,2,4,2,2,1,0
1464,0,2,4,2,2,2,0
1465,0,2,4,4,0,0,0
1466,0,2,4,4,0,1,1
1467,0,2,4,4,0,2,1
1468,0,2,4,4,1,0,0
1469,0,2,4,4,1,1,1
1470,0,2,4,4,1,2,1
1471,0,2,4,4,2,0,0
1472,0,2,4,4,2,1,1
1473,0,2,4,4,2,2,1
1474,0,2,4,5,0,0,0
1475,0,2,4,5,0,1,1
1476,0,2,4,5,0,2,1
1477,0,2,4,5,1,0,0
1478,0,2,4,5,1,1,1
1479,0,2,4,5,1,2,1
1480,0,2,4,5,2,0,0
1481,0,2,4,5,2,1,1
1482,0,2,4,5,2,2,1
1483,0,2,5,2,0,0,0
1484,0,2,5,2,0,1,0
1485,0,2,5,2,0,2,0
1486,0,2,5,2,1,0,0
1487,0,2,5,2,1,1,0
1488,0,2,5,2,1,2,0
1489,0,2,5,2,2,0,0
1490,0,2,5,2,2,1,0
1491,0,2,5,2,2,2,0
1492,0,2,5,4,0,0,0
1493,0,2,5,4,0,1,1
1494,0,2,5,4,0,2,1
1495,0,2,5,4,1,0,0
1496,0,2,5,4,1,1,1
1497,0,2,5,4,1,2,1
1498,0,2,5,4,2,0,0
1499,0,2,5,4,2,1,1
1500,0,2,5,4,2,2,1
1501,0,2,5,5,0,0,0
1502,0,2,5,5,0,1,1
1503,0,2,5,5,0,2,1
1504,0,2,5,5,1,0,0
1505,0,2,5,5,1,1,1
1506,0,2,5,5,1,2,1
1507,0,2,5,5,2,0,0
1508,0,2,5,5,2,1,1
1509,0,2,5,5,2,2,1
1510,0,1,2,2,0,0,0
1511,0,1,2,2,0,1,0
1512,0,1,2,2,0,2,0
1513,0,1,2,2,1,0,0
1514,0,1,2,2,1,1,0
1515,0,1,2,2,1,2,0
1516,0,1,2,2,2,0,0
1517,0,1,2,2,2,1,0
1518,0,1,2,2,2,2,0
1519,0,1,2,4,0,0,0
1520,0,1,2,4,0,1,1
1521,0,1,2,4,0,2,1
1522,0,1,2,4,1,0,0
1523,0,1,2,4,1,1,1
1524,0,1,2,4,1,2,1
1525,0,1,2,4,2,0,0
1526,0,1,2,4,2,1,1
1527,0,1,2,4,2,2,1
1528,0,1,2,5,0,0,0
1529,0,1,2,5,0,1,0
1530,0,1,2,5,0,2,0
1531,0,1,2,5,1,0,0
1532,0,1,2,5,1,1,1
1533,0,1,2,5,1,2,1
1534,0,1,2,5,2,0,0
1535,0,1,2,5,2,1,1
1536,0,1,2,5,2,2,1
1537,0,1,3,2,0,0,0
1538,0,1,3,2,0,1,0
1539,0,1,3,2,0,2,0
1540,0,1,3,2,1,0,0
1541,0,1,3,2,1,1,0
1542,0,1,3,2,1,2,0
1543,0,1,3,2,2,0,0
1544,0,1,3,2,2,1,0
1545,0,1,3,2,2,2,0
1546,0,1,3,4,0,0,0
1547,0,1,3,4,0,1,1
1548,0,1,3,4,0,2,1
1549,0,1,3,4,1,0,0
1550,0,1,3,4,1,1,1
1551,0,1,3,4,1,2,1
1552,0,1,3,4,2,0,0
1553,0,1,3,4,2,1,1
1554,0,1,3,4,2,2,1
1555,0,1,3,5,0,0,0
1556,0,1,3,5,0,1,1
1557,0,1,3,5,0,2,1
1558,0,1,3,5,1,0,0
1559,0,1,3,5,1,1,1
1560,0,1,3,5,1,2,1
1561,0,1,3,5,2,0,0
1562,0,1,3,5,2,1,1
1563,0,1,3,5,2,2,1
1564,0,1,4,2,0,0,0
1565,0,1,4,2,0,1,0
1566,0,1,4,2,0,2,0
1567,0,1,4,2,1,0,0
1568,0,1,4,2,1,1,0
1569,0,1,4,2,1,2,0
1570,0,1,4,2,2,0,0
1571,0,1,4,2,2,1,0
1572,0,1,4,2,2,2,0
1573,0,1,4,4,0,0,0
1574,0,1,4,4,0,1,1
1575,0,1,4,4,0,2,1
1576,0,1,4,4,1,0,0
1577,0,1,4,4,1,1,1
1578,0,1,4,4,1,2,1
1579,0,1,4,4,2,0,0
1580,0,1,4,4,2,1,1
1581,0,1,4,4,2,2,1
1582,0,1,4,5,0,0,0
1583,0,1,4,5,0,1,1
1584,0,1,4,5,0,2,1
1585,0,1,4,5,1,0,0
1586,0,1,4,5,1,1,1
1587,0,1,4,5,1,2,1
1588,0,1,4,5,2,0,0
1589,0,1,4,5,2,1,1
1590,0,1,4,5,2,2,1
1591,0,1,5,2,0,0,0
1592,0,1,5,2,0,1,0
1593,0,1,5,2,0,2,0
1594,0,1,5,2,1,0,0
1595,0,1,5,2,1,1,0
1596,0,1,5,2,1,2,0
1597,0,1,5,2,2,0,0
1598,0,1,5,2,2,1,0
1599,0,1,5,2,2,2,0
1600,0,1,5,4,0,0,0
1601,0,1,5,4,0,1,1
1602,0,1,5,4,0,2,1
1603,0,1,5,4,1,0,0
1604,0,1,5,4,1,1,1
1605,0,1,5,4,1,2,1
1606,0,1,5,4,2,0,0
1607,0,1,5,4,2,1,1
1608,0,1,5,4,2,2,1
1609,0,1,5,5,0,0,0
1610,0,1,5,5,0,1,1
1611,0,1,5,5,0,2,1
1612,0,1,5,5,1,0,0
1613,0,1,5,5,1,1,1
1614,0,1,5,5,1,2,1
1615,0,1,5,5,2,0,0
1616,0,1,5,5,2,1,1
1617,0,1,5,5,2,2,1
1618,0,0,2,2,0,0,0
1619,0,0,2,2,0,1,0
1620,0,0,2,2,0,2,0
1621,0,0,2,2,1,0,0
1622,0,0,2,2,1,1,0
1623,0,0,2,2,1,2,0
1624,0,0,2,2,2,0,0
1625,0,0,2,2,2,1,0
1626,0,0,2,2,2,2,0
1627,0,0,2,4,0,0,0
1628,0,0,2,4,0,1,1
1629,0,0,2,4,0,2,1
1630,0,0,2,4,1,0,0
1631,0,0,2,4,1,1,1
1632,0,0,2,4,1,2,1
1633,0,0,2,4,2,0,0
1634,0,0,2,4,2,1,1
1635,0,0,2,4,2,2,1
1636,0,0,2,5,0,0,0
1637,0,0,2,5,0,1,0
1638,0,0,2,5,0,2,0
1639,0,0,2,5,1,0,0
1640,0,0,2,5,1,1,1
1641,0,0,2,5,1,2,1
1642,0,0,2,5,2,0,0
1643,0,0,2,5,2,1,1
1644,0,0,2,5,2,2,1
1645,0,0,3,2,0,0,0
1646,0,0,3,2,0,1,0
1647,0,0,3,2,0,2,0
1648,0,0,3,2,1,0,0
1649,0,0,3,2,1,1,0
1650,0,0,3,2,1,2,0
1651,0,0,3,2,2,0,0
1652,0,0,3,2,2,1,0
1653,0,0,3,2,2,2,0
1654,0,0,3,4,0,0,0
1655,0,0,3,4,0,1,1
1656,0,0,3,4,0,2,1
1657,0,0,3,4,1,0,0
1658,0,0,3,4,1,1,1
1659,0,0,3,4,1,2,1
1660,0,0,3,4,2,0,0
1661,0,0,3,4,2,1,1
1662,0,0,3,4,2,2,1
1663,0,0,3,5,0,0,0
1664,0,0,3,5,0,1,1
1665,0,0,3,5,0,2,1
1666,0,0,3,5,1,0,0
1667,0,0,3,5,1,1,1
1668,0,0,3,5,1,2,1
1669,0,0,3,5,2,0,0
1670,0,0,3,5,2,1,1
1671,0,0,3,5,2,2,1
1672,0,0,4,2,0,0,0
1673,0,0,4,2,0,1,0
1674,0,0,4,2,0,2,0
1675,0,0,4,2,1,0,0
1676,0,0,4,2,1,1,0
1677,0,0,4,2,1,2,0
1678,0,0,4,2,2,0,0
1679,0,0,4,2,2,1,0
1680,0,0,4,2,2,2,0
1681,0,0,4,4,0,0,0
1682,0,0,4,4,0,1,1
1683,0,0,4,4,0,2,1
1684,0,0,4,4,1,0,0
1685,0,0,4,4,1,1,1
1686,0,0,4,4,1,2,1
1687,0,0,4,4,2,0,0
1688,0,0,4,4,2,1,1
1689,0,0,4,4,2,2,1
1690,0,0,4,5,0,0,0
1691,0,0,4,5,0,1,1
1692,0,0,4,5,0,2,1
1693,0,0,4,5,1,0,0
1694,0,0,4,5,1,1,1
1695,0,0,4,5,1,2,1
1696,0,0,4,5,2,0,0
1697,0,0,4,5,2,1,1
1698,0,0,4,5,2,2,1
1699,0,0,5,2,0,0,0
